ell,TT_locked,EE_locked,BB_locked,TE_locked,TT_control,EE_control,BB_control,TE_control
19.0,1080.7057989939508,0.003911698179693158,0.00010978682394546755,1.4277035034002667,850.9638962043279,0.00414488678557644,0.0001066929120349774,1.1683183313337062
20.0,1089.2576924530215,0.004674417336154256,0.00012142428434442044,1.52328268726734,863.347160427919,0.004945909742526509,0.00011800477130618738,1.2348115546179035
21.0,1097.7943187812064,0.00555447403072368,0.00013365827243564938,1.6239820812863195,876.101842768084,0.005874993345086559,0.00012989682812384492,1.3047855212387036
22.0,1106.6320023112619,0.006561134334595068,0.000146490397665476,1.727010578474539,889.3258903551719,0.0069391333764764074,0.00014237066598262783,1.3759991671012597
23.0,1115.3701384076633,0.00769026583440277,0.0001599222358723028,1.83140045867872,902.6123824316217,0.008136520739384022,0.00015542782943642072,1.4478730548353616
24.0,1124.2710538155256,0.008941582781850132,0.0001739553190807778,1.9360143505936167,916.2591265005149,0.009469114613272996,0.0001690698134206932,1.5195015611718772
25.0,1133.5412590616952,0.010312675636786336,0.00018859112575407737,2.0327558628081315,930.4632409630333,0.0109318432546299,0.00018329805305166327,1.5825556600618929
26.0,1142.760964063543,0.011810557368726892,0.0002038310711337956,2.1244129662016595,944.7865701754154,0.01252841141139957,0.0001981139135496842,1.6394860485421272
27.0,1152.2700380439335,0.013457422890751912,0.00021967649949139768,2.211313366178483,959.5595976729356,0.014280028865579495,0.00021351868197449844,1.6903289797779588
28.0,1161.83105473073,0.015257427389798395,0.00023612867591072732,2.288893527226313,974.5379281061689,0.01619102712936959,0.00022951355860942064,1.7302450024765896
29.0,1171.4433601902035,0.017226108595677254,0.00025318877954448154,2.364723169352173,989.7146258005818,0.018279443031308597,0.0002460996497684782,1.7665442404575031
30.0,1181.382611576952,0.01937861074746368,0.00027085789787151076,2.4338875458317375,1005.3596702255144,0.020563190908892255,0.00026327796162795675,1.7941831875931968
31.0,1190.9878463584068,0.02170798541359448,0.0002891370207408109,2.503387116417004,1020.8081508341996,0.02303685369966232,0.00028104939389867405,1.8205405668422552
32.0,1200.9945846809765,0.02423355747331796,0.00030802703707275464,2.5646638367846504,1036.7912365082111,0.025720773377817332,0.00029941473610850446,1.8375092417493928
33.0,1210.8834115500003,0.02693440348994387,0.0003275287319452747,2.619396452903389,1052.781819094108,0.028594225287055623,0.00031837466433279007,1.8470024170547257
34.0,1220.679975032628,0.029848780320773358,0.000347642783283068,2.6722205992055788,1068.7973298532631,0.031695669797699944,0.0003379297375580905,1.853821601087884
35.0,1231.0817613391027,0.0329546680635127,0.00036836976154027416,2.712388841999854,1085.5282862469444,0.035004127826126635,0.00035808039702528617,1.847327338432664
36.0,1241.2632495844969,0.03625042450761639,0.00038971012994007073,2.747763580498667,1102.143005217153,0.03851857733483599,0.0003788269661981788,1.8354051525118371
37.0,1251.5908125311823,0.039766924849618746,0.0004116642446892904,2.772099509049302,1119.003676298828,0.04226799387367154,0.0004001696506990127,1.811551336047256
38.0,1262.0079614412866,0.04350618168014842,0.000434232357314417,2.787591782638843,1136.0499945592471,0.046252582564960405,0.0004221085404101429,1.7776774602492196
39.0,1272.4719217100603,0.04746961918341945,0.00045741461735172487,2.794698520343453,1153.2348590078918,0.050474848734137955,0.000444643611958368,1.73413885258716
40.0,1283.0120604451936,0.05166113256388272,0.00048121107875669463,2.792422208113824,1170.5831826276199,0.05494049084729362,0.0004677747349667785,1.679880407229034
41.0,1293.6308769370419,0.056084985534201326,0.000505621700901551,2.7801410908548823,1188.0929370793729,0.0596553923682682,0.0004915016728910087,1.6142610302698877
42.0,1304.334820787295,0.0607463973293521,0.000530646356752723,2.7586694974365455,1205.7657510549852,0.06462565837101956,0.0005158240911028128,1.538228716618198
43.0,1315.1183302751715,0.06565065855514436,0.0005562848392480262,2.7287815290358095,1223.5911684798275,0.06985728178630221,0.0005407415631846369,1.452729486259999
44.0,1326.0129862973856,0.07080090510127857,0.000582536870022371,2.6896467968694937,1241.595875754092,0.0753541007796504,0.0005662535796515891,1.35710487121616
45.0,1337.0652271869264,0.0761974495976025,0.0006094021050101497,2.640130383688727,1259.821416605909,0.0811171302060879,0.0005923595535109708,1.250391876907794
46.0,1348.2284567750069,0.08183928700175867,0.0006368801452319518,2.579631208081806,1278.2165355414347,0.08714579473802131,0.0006190588311178639,1.1321184000133915
47.0,1359.4924982134123,0.08773187982969971,0.0006649705458019855,2.5078263424516476,1296.7673377614888,0.09344489671969484,0.0006463507012413683,1.001918707377865
48.0,1370.8432800539063,0.09387543592271377,0.0006936728258606253,2.424443852116801,1315.4562692201048,0.10001371130764981,0.0006742344051157509,0.8594351138796285
49.0,1382.2815876847008,0.10026941984498848,0.0007229864782941326,2.3292861194861785,1334.2806327457345,0.1068507703254172,0.0007027091462893325,0.7043842527508262
50.0,1393.8750616194188,0.10692443825888855,0.0007529109832971419,2.222294470361751,1353.304586367602,0.11396574763778024,0.000731774104407706,0.5366217017131044
51.0,1405.6919764448496,0.11384994301005366,0.0007834458149143293,2.103592401786049,1372.5929941668564,0.12136767422886476,0.0007614284419308881,0.3562085287546939
52.0,1417.6768614960636,0.1210463108944728,0.0008145904550664073,1.9738299457009367,1392.087262587049,0.12905855394985105,0.0007916713184339037,0.16382560991720976
53.0,1429.7525947992567,0.1285083069274492,0.0008463444039988316,1.833578866145288,1411.7072188139243,0.13703529080613408,0.0008225019013372869,-0.03990112798493911
54.0,1441.894052145877,0.1362314386309703,0.0008787071915400528,1.682551795051566,1431.424688017876,0.14529553125061323,0.0008539193774806572,-0.255204889845372
55.0,1454.0909651816055,0.14421269889933439,0.0009116783881362272,1.5200917597109587,1451.2263514761112,0.15383840704918647,0.0008859229645138144,-0.48268848497668193
56.0,1466.4524003974525,0.15244418203228854,0.0009452576156207002,1.3450088211521232,1471.2182262246715,0.1626575389732066,0.0009185119220474424,-0.7234884996153954
57.0,1479.089352104518,0.16092513084289245,0.0009794445564083427,1.156545947645738,1491.5082599510697,0.17175124688537385,0.0009516855612512719,-0.9783118557170053
58.0,1491.9721569108708,0.16965880364238617,0.0010142389662598623,0.9547336027161424,1512.0637436102168,0.18112125374728924,0.000985443258060118,-1.247078790983424
59.0,1505.0265799001284,0.17864920142720153,0.0010496406821759309,0.7398897530705156,1532.8073969985307,0.190770025147865,0.0010197844615310204,-1.529422040386566
60.0,1518.2452397629459,0.18789289673623247,0.0010856496318495895,0.5127483778787252,1553.7287939077817,0.2006925981614552,0.0010547087037765348,-1.824558327044496
61.0,1531.6446946831675,0.19738619842079347,0.001122265842472953,0.27397637639953065,1574.8415703911587,0.2108841431167902,0.001090215609286071,-2.1317798671377433
62.0,1545.2258404337747,0.20712436081667768,0.0011594894484118067,0.02361569531117934,1596.1441899568572,0.22134036376407845,0.001126304903121282,-2.4510374799004855
63.0,1558.998655394756,0.21710311750367245,0.0011973206988685331,-0.23846279815384933,1617.6443215184788,0.2320578400421816,0.001162976419128681,-2.782461477436924
64.0,1572.9582593306136,0.22731745931259675,0.0012357599639002497,-0.5123807888171408,1639.3347758225655,0.24303240908936355,0.0012002301065175268,-3.126174725058425
65.0,1587.1220550829785,0.23776460571802024,0.0012748077408902187,-0.798319370130408,1661.2306471483116,0.25426213663783614,0.0012380660369038063,-3.4823594979719115
66.0,1601.523174473273,0.24843566553299887,0.00131446465784947,-1.0965302534720545,1683.3628000501992,0.26573877297111714,0.001276484408200237,-3.851260092771191
67.0,1616.1536743623847,0.25932404645381746,0.0013547314795814532,-1.4067082699774422,1705.721187926686,0.2774555482528197,0.0013154855513655423,-4.2325295356371795
68.0,1630.9916271475388,0.2704207598049898,0.0013956091096862236,-1.72840344955993,1728.2818210056244,0.2894030914921164,0.0013550699330250751,-4.6256674551584815
69.0,1646.0076748175095,0.28171904578591234,0.001437098593284035,-2.061195523371641,1751.0132795570996,0.30157426053227887,0.0013952381587866523,-5.030203182766328
70.0,1661.1873140205298,0.2932128878626286,0.0014792011181548551,-2.4048573490712726,1773.8989989519253,0.3139626564450857,0.0014359909749819219,-5.445859178057923
71.0,1676.5180517397666,0.3048987230153757,0.0015219180153380443,-2.759380523880022,1796.9243975631127,0.32656435366000564,0.0014773292698978123,-5.872583467862791
72.0,1692.0994392749424,0.3167731440056449,0.0015652507598248363,-3.125460779868339,1820.1868274475607,0.3393756618708552,0.0015192540750428296,-6.311055519461592
73.0,1708.0256100192908,0.32883148306273224,0.001609200968664138,-3.5037525996109435,1843.7781953889237,0.35239165008865087,0.0015617665638754377,-6.761920378361721
74.0,1724.2866986381491,0.3410631304241382,0.0016537703996398407,-3.893840779042901,1867.686409816512,0.36560144530622407,0.0016048680510627829,-7.224753405196184
75.0,1740.8654097108804,0.35345673424716134,0.0016989609487987522,-4.294975835758337,1891.8919494235613,0.37899343241298333,0.0016485599906009831,-7.698795684020993
76.0,1757.7044339940153,0.36599912541297186,0.0017447746468815931,-4.7064129654327695,1916.335392114465,0.3925541548517773,0.0016928439728175952,-8.183287155198256
77.0,1774.690408872818,0.3786817486587461,0.0017912136561496483,-5.126891239332857,1940.901713558444,0.40627467330295214,0.0017377217217578887,-8.6769283423015
78.0,1791.8259535004784,0.3914949744148736,0.0018382802662410304,-5.556246377567252,1965.5919841688676,0.4201449499762889,0.0017831950915780503,-9.179510595919828
